INSTNM	lon	lat	State
San Bernardino Valley College	-117.313826	34.08872191	CA
Saint Mary's College of California	-122.1090442	37.84073597	CA
Solano Community College	-122.1223812	38.235886	CA
Sonoma State University	-122.6732743	38.34102797	CA
South Baylo University	-117.9586751	33.84794085	CA
South Coast College	-117.8741211	33.78795085	CA
Vanguard University of Southern California	-117.9009231	33.66269083	CA
Concorde Career College-Garden Grove	-117.9384071	33.77474584	CA
Southwestern College	-116.9972269	32.64157176	CA
St John's Seminary	-119.0014073	34.24403883	CA
Starr King School for the Ministry	-122.2617912	37.87694396	CA
State Center Community College District	-119.7927677	36.76887004	CA
Marshall B Ketchum University	-117.8861701	33.88982386	CA
Southern California Institute of Architecture	-118.2327152	34.04365486	CA
University of Southern California	-118.2841812	34.02128585	CA
Southwestern Law School	-118.2883872	34.06156285	CA
Taft College	-119.4597635	35.1493479	CA
Claremont School of Theology	-117.7152681	34.10760689	CA
Thomas Aquinas College	-119.0871534	34.42901385	CA
Epic Bible College	-121.3626552	38.6451571	CA
University of California-System Administration Central Office	-122.2713532	37.80222696	CA
United Education Institute-Huntington Park Campus	-118.2262182	33.98606185	CA
Concorde Career College-San Bernardino	-117.283992	34.06722491	CA
Universal College of Beauty Inc-Los Angeles 1	-118.3322482	34.00450285	CA
Concorde Career College-North Hollywood	-118.4037672	34.18646886	CA
Ventura County Community College System Office	-119.2986844	34.30172882	CA
Ventura College	-119.2306714	34.27703982	CA
The Santa Barbara and Ventura Colleges of Law at Ventura	-119.2330004	34.25747482	CA
Victor Valley Beauty College Inc	-117.3039301	34.52858296	CA
Victor Valley College	-117.2614681	34.47223596	CA
Berkeley City College	-122.2698062	37.87047496	CA
West Valley Mission Community College District Office	-122.0110921	37.26285193	CA
Walden University	-93.26574575	44.98125799	MN
Waynes College of Beauty	-121.652685	36.70063991	CA
West Hills College-Coalinga	-120.3567597	36.14789594	CA
West Los Angeles College	-118.3875902	34.00558284	CA
West Valley College	-122.0097141	37.26313793	CA
Carrington College-Sacramento	-121.3713441	38.55615609	CA
Westminster Theological Seminary in California	-117.0463829	33.12145182	CA
Westmont College	-119.6619445	34.44926982	CA
Whittier College	-118.0284141	33.97762986	CA
Woodbury University	-118.3411592	34.20801587	CA
The Wright Institute	-122.2531812	37.86822596	CA
Western State College of Law at Argosy University	-117.8902861	33.88067686	CA
Thomas Jefferson School of Law	-117.1542029	32.71014476	CA
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary	-118.3467002	34.08549885	CA
Yosemite Community College District Office	-121.040024	37.66104603	CA
Yuba College	-121.5393292	39.12600012	CA
The Salon Professional Academy-Grand Junction	-108.5649718	39.07799608	CO
Adams State University	-105.8796521	37.47364204	CO
Aims Community College	-104.7643451	40.40904353	CO
Arapahoe Community College	-105.0186411	39.6075114	CO
Bel-Rea Institute of Animal Technology	-104.8753021	39.68607242	CO
Everest College-Colorado Springs	-104.7402769	38.80710131	CO
University of Colorado Denver/Anschutz Medical Campus	-104.8377321	39.74515543	CO
University of Colorado Colorado Springs	-104.800306	38.89274131	CO
Redstone College	-105.1191062	39.91482843	CO
University of Colorado Boulder	-105.2708332	40.00878744	CO
Colorado Christian University	-105.0948461	39.71170741	CO
Colorado College	-104.822707	38.84886631	CO
Concorde Career College-Aurora	-104.8670991	39.71870542	CO
The Art Institute of Colorado	-104.9858571	39.73559342	CO
Colorado Mountain College	-107.3244516	39.54636623	CO
Colorado Northwestern Community College	-108.790307	40.08075119	CO
Colorado School of Mines	-105.2271582	39.7507964	CO
Colorado School of Trades	-105.1039551	39.74101541	CO
Colorado State University-Fort Collins	-105.0807422	40.57481153	CO
Colorado Technical University-Colorado Springs	-104.833938	38.89427131	CO
Empire Beauty School-Lakewood	-105.0821141	39.72278741	CO
Community College of Aurora	-104.8026831	39.71788643	CO
CollegeAmerica-Denver	-104.9411781	39.69157742	CO
Delta Montrose Technical College	-108.0310827	38.70253007	CO
Community College of Denver	-105.0030171	39.74142642	CO
Lincoln College of Technology-Denver	-104.8561811	39.77651643	CO
Denver Seminary	-105.0223731	39.6006014	CO
University of Denver	-104.9632691	39.67801141	CO
Emily Griffith Technical College	-104.9857611	39.74575642	CO
Fort Lewis College	-107.8670135	37.27543389	CO
Front Range Community College	-105.0393691	39.90176344	CO
Glenwood Beauty Academy	-107.3591096	39.56195323	CO
Hair Dynamics Education Center	-105.0766382	40.49673352	CO
Iliff School of Theology	-104.9606671	39.67593341	CO
International Salon and Spa Academy	-104.786262	38.91362732	CO
Lamar Community College	-102.6161534	38.06889233	CO
Colorado Mesa University	-108.5532858	39.08064908	CO
Metropolitan State University of Denver	-105.0050501	39.74420842	CO
Morgan Community College	-103.7718319	40.25879858	CO
Naropa University	-105.2669972	40.01424144	CO
National American University-Colorado Springs	-104.790561	38.95207632	CO
National American University-Denver	-104.9416591	39.69195942	CO
Nazarene Bible College	-104.7511339	38.81413031	CO
Northeastern Junior College	-103.1975458	40.63688567	CO
University of Northern Colorado	-104.6927871	40.41086153	CO
Otero Junior College	-103.5447886	37.97119026	CO
Everest College-Thornton	-104.9854511	39.86156644	CO
Pikes Peak Community College	-104.787271	38.7642933	CO
IBMC College	-104.814261	38.93098632	CO
Pueblo Community College	-104.6364059	38.26346423	CO
Red Rocks Community College	-105.1501041	39.7202834	CO
Regis University	-105.0313951	39.78976642	CO
Rocky Mountain College of Art and Design	-105.0699211	39.74332641	CO
Montessori Education Center of the Rockies	-105.2413412	40.01967944	CO
Colorado State University-Pueblo	-104.5798559	38.30922524	CO
Pickens Technical College	-104.7896931	39.72371143	CO
Intellitec College-Colorado Springs	-104.78722	38.83218931	CO
Intellitec College-Grand Junction	-108.5306308	39.11635209	CO
Trinidad State Junior College	-104.5121937	37.17294508	CO
University of Colorado System Office	-104.9832871	39.74521642	CO
United States Air Force Academy	-104.891368	39.01096332	CO
Empire Beauty School-Thornton	-104.9435431	39.91486945	CO
Western State Colorado University	-106.9197204	38.54742712	CO
Albertus Magnus College	-72.92384914	41.33252741	CT
Paul Mitchell the School-Danbury	-73.45184231	41.39648841	CT
Asnuntuck Community College	-72.57017806	41.99841755	CT
Bais Binyomin Academy	-74.0789825	41.12264833	NY
Branford Hall Career Institute-Branford Campus	-72.84820211	41.27856541	CT
Lincoln College of New England-Southington	-72.92021815	41.63235347	CT
Bridgeport Hospital School of Nursing	-73.16518621	41.18942138	CT
University of Bridgeport	-73.18935321	41.16559537	CT
Central Connecticut State University	-72.77009511	41.69026649	CT
Charter Oak State College	-72.76797311	41.68825449	CT
Connecticut Center for Massage Therapy-Newington	-72.71070609	41.68508049	CT
Connecticut College	-72.10732188	41.37984145	CT
Porter and Chester Institute of Branford	-72.85489911	41.27731941	CT
University of Connecticut	-72.24994895	41.80910653	CT
Goodwin College	-72.64032107	41.7429855	CT
Lincoln Technical Institute-East Windsor	-72.59691607	41.92425654	CT
Eastern Connecticut State University	-72.21875393	41.72168151	CT
Fairfield University	-73.25778124	41.16074037	CT
Paul Mitchell the School-North Haven	-72.85745112	41.39450343	CT
Capital Community College	-72.67273508	41.76840551	CT
Rensselaer Hartford Graduate Center Inc	-72.67391708	41.77347051	CT
American Institute-West Hartford	-72.7257631	41.7270245	CT
Hartford Seminary	-72.70776709	41.76986951	CT
University of Hartford	-72.7149661	41.79649351	CT
Holy Apostles College and Seminary	-72.64785407	41.60682848	CT
Housatonic Community College	-73.19100421	41.17523638	CT
Manchester Community College	-72.56194005	41.76163351	CT
Naugatuck Valley Community College	-73.0712102	41.54957245	CT
Middlesex Community College	-72.61183905	41.53952447	CT
Mitchell College	-72.09523087	41.32802144	CT
Three Rivers Community College	-72.10303988	41.50995348	CT
Lincoln Technical Institute-New Britain	-72.7544991	41.65924448	CT
New England Tractor Trailer Training School of Connecticut	-72.45174002	41.97836355	CT
University of New Haven	-72.96147315	41.29132241	CT
Ridley-Lowell Business & Technical Institute-New London	-72.10051487	41.34995545	CT
Norwalk Community College	-73.45096629	41.10258235	CT
Northwestern Connecticut Community College	-73.05873522	41.92067652	CT
Paier College of Art Inc	-72.93504914	41.34772242	CT
Porter and Chester Institute of Stratford	-73.1490242	41.16965438	CT
Post University	-73.0805262	41.53534245	CT
Quinebaug Valley Community College	-71.88967383	41.82623854	CT
Quinnipiac University	-72.89411813	41.41892343	CT
Sacred Heart University	-73.24461123	41.22155638	CT
University of Saint Joseph	-72.7304901	41.78303651	CT
Gateway Community College	-72.92768314	41.30379341	CT
St Vincent's College	-73.20110722	41.20120638	CT
Southern Connecticut State University	-72.94880715	41.33186041	CT
Stone Academy-West Haven	-72.97696715	41.2675114	CT
Tri-State College of Acupuncture	-74.00208645	40.73987026	NY
Trinity College	-72.68868509	41.7467545	CT
Tunxis Community College	-72.87754115	41.70550649	CT
United States Coast Guard Academy	-72.09883987	41.37026945	CT
Wesleyan University	-72.65675606	41.55678847	CT
Western Connecticut State University	-73.44426531	41.40037341	CT
Yale-New Haven Hospital Dietetic Internship	-72.93558014	41.30422241	CT
Yale University	-72.92668914	41.31116641	CT
Margaret H Rollins School of Nursing at Beebe Medical Center	-75.1424267	38.77127283	DE
Dawn Career Institute LLC	-75.5954599	39.75461601	DE
Delaware Technical Community College-Central Office	-75.55820185	39.2010979	DE
Delaware Technical Community College-Terry	-75.56012185	39.1983789	DE
Delaware State University	-75.54053184	39.1871809	DE
University of Delaware	-75.75282394	39.67958499	DE
Goldey-Beacom College	-75.69401993	39.742472	DE
Schilling-Douglas School of Hair Design LLC	-75.74178194	39.71145	DE
Wesley College	-75.52771784	39.16318989	DE
Wilmington University	-75.58699989	39.682307	DE
American University	-77.09010831	38.93780979	DC
Catholic University of America	-76.99896328	38.93580379	DC
University of the District of Columbia	-77.06624931	38.94382679	DC
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies	-76.99880828	38.93143479	DC
Gallaudet University	-76.99367728	38.90737879	DC
George Washington University	-77.0478733	38.89865779	DC
Georgetown University	-77.07346531	38.90881679	DC
Howard University	-77.01948029	38.92074679	DC
Medtech Institute	-77.17030334	38.86986477	VA
Strayer University-District of Columbia	-77.03435129	38.90485879	DC
National Conservatory of Dramatic Arts	-77.0650973	38.91003179	DC
Trinity Washington University	-77.00426329	38.92740579	DC
Wesley Theological Seminary	-77.08996231	38.93961379	DC
Wyotech-Daytona	-81.13308906	29.34937054	FL
The Art Institute of Fort Lauderdale	-80.12351667	26.10125077	FL
Atlantic Technical College	-80.19227369	26.2427848	FL
The Baptist College of Florida	-85.50393539	30.96271379	FL
Barry University	-80.19613868	25.87886971	FL
Bethune-Cookman University	-81.03143203	29.21019851	FL
Lynn University	-80.12385368	26.38278184	FL
GUTI The Premier Beauty & Wellness Academy	-82.60221443	27.46281505	FL
Bradford-Union Technical Center	-82.11722737	29.95231366	FL
Eastern Florida State College	-80.75813292	28.38479632	FL
Broward College	-80.14183267	26.11942677	FL
Fortis College-Winter Park	-81.37046311	28.59395336	FL
Carlos Albizu University-Miami	-80.35500473	25.79516669	FL
College of Central Florida	-82.17569536	29.16608447	FL
Johnson University Florida	-81.3625151	28.30187429	FL
University of Central Florida	-81.19880806	28.60106536	FL
Charlotte Technical College	-82.14724128	27.00556295	FL
Chipola College	-85.2319503	30.79065276	FL
Lorenzo Walker Technical College	-81.76335815	26.14120374	FL
Daytona State College	-81.05126904	29.20229151	FL
South University-West Palm Beach	-80.19969271	26.69165492	FL
Eckerd College	-82.68599546	27.71900111	FL
Florida SouthWestern State College	-81.88737819	26.55474184	FL
Edward Waters College	-81.68482026	30.34513576	FL
Embry-Riddle Aeronautical University-Daytona Beach	-81.04950303	29.18924951	FL
Florida Agricultural and Mechanical University	-84.29023002	30.4285097	FL
Florida Atlantic University	-80.10298067	26.37242584	FL
Florida State College at Jacksonville	-81.65990426	30.33492376	FL
Flagler College-St Augustine	-81.31489014	29.89273867	FL
Florida College	-82.38344938	28.0349162	FL
Concorde Career Institute-Jacksonville	-81.58286423	30.23926574	FL
Concorde Career Institute-Miramar	-80.29151871	25.97709274	FL
Concorde Career Institute-Tampa	-82.51508542	27.95906317	FL
Adventist University of Health Sciences	-81.36769011	28.57614735	FL
Florida Institute of Technology	-80.62463087	28.06450825	FL
Florida Institute of Ultrasound Inc	-87.22089985	30.52458763	FL
Florida International University	-80.37759373	25.75711568	FL
Florida Keys Community College	-81.7444631	24.58275235	FL
Florida Memorial University	-80.27067471	25.91785872	FL
Florida Career College-Miami	-80.36778273	25.75657168	FL
Florida School of Massage	-82.33853142	29.59348957	FL
Florida Southern College	-81.94579426	28.03151221	FL
Florida State University	-84.29192502	30.44076171	FL
Florida Technical College	-81.19609406	28.57316536	FL
University of Florida	-82.34791443	29.64629558	FL
Everest University-Pompano Beach	-80.10360067	26.23412381	FL
Fort Pierce Beauty Academy	-80.32470076	27.41243109	FL
Full Sail University	-81.30128909	28.59655136	FL
George Stone Technical Center	-87.29510987	30.48808862	FL
George T Baker Aviation Technical College	-80.2635937	25.80409669	FL
Gulf Coast State College	-85.72792242	30.1855476	FL
Key College	-80.13987367	26.05284576	FL
Hillsborough Community College	-82.4569224	27.93451817	FL
Hobe Sound Bible College	-80.1324157	27.06647801	FL
Hollywood Institute of Beauty Careers	-80.20912769	26.00714375	FL
Cortiva Institute-Florida	-82.68896246	27.83972714	FL
Indian River State College	-80.35785277	27.4231261	FL
Sanford-Brown College-Tampa	-82.50461842	27.95320717	FL
International Academy	-80.99781402	29.1621645	FL
AI Miami International University of Art and Design	-80.18839268	25.79001269	FL
ITT Technical Institute-Tampa	-82.54762143	27.98242218	FL
Jacksonville University	-81.60706324	30.35035477	FL
Jones College-Jacksonville	-81.61007124	30.32800776	FL
Keiser University-Ft Lauderdale	-80.16396168	26.18587379	FL
Heritage Institute-Ft Myers	-81.84780318	26.54451384	FL
La Belle Beauty School	-80.31271372	25.86695471	FL
Florida Gateway College	-82.56790351	30.1753037	FL
Lake Technical College	-81.69087721	28.83345141	FL
Lake-Sumter State College	-81.79773424	28.8302424	FL
Fort Myers Technical College	-81.83659918	26.64752187	FL
Lively Technical Center	-84.33906103	30.44853971	FL
